	2123	4893	3	879485532
	835	1425	5	874775038
	2067	1311	5	879966498
	1878	5583	2	875742942
	1878	15	2	875744173
	464	1551	4	883601089
	1633	1215	5	879394264
	583	3741	4	880308578
	1500	2007	3	891542540
	1346	2859	2	881368243
	702	2067	4	891374868
	1878	873	1	875744501
	2109	339	4	882076587
	2151	537	5	879283786
	1640	849	3	892334609
	583	3459	4	880308755
	1269	1587	2	878961624
	2081	801	4	875240090
	268	921	5	892430369
	51	2295	4	891352093
	1850	4881	4	886122952
	1269	5235	1	878961814
	1409	879	1	884140579
	597	3045	4	879456199
	1885	2205	3	891450023
	415	2811	3	888205855
	2004	861	4	889651549
	1353	579	1	889124507
	793	3573	5	875936424
	2046	69	5	881104093
	912	6087	3	876250718
	1927	591	4	875155140
	1325	3123	5	893265380
	1535	495	1	889452455
	1528	1257	5	877488546
	863	2565	3	879873020
	835	1335	5	874775311
	1108	1065	4	880134407
	1556	711	4	877563802
	2116	1935	2	879436875
	1955	3009	3	875308843
	2109	477	5	882076403
	1269	21	2	878963441
	1409	4173	1	884140115
	93	1191	3	881515193
	9	1137	3	888732928
	1017	1425	5	875270570
	163	2313	4	874786462
	1409	4605	4	884114505
	2074	4233	5	884197193
	296	3279	3	881105817
	233	5235	3	891964230
	2109	3327	3	882078830
	114	387	5	877720297
	667	813	3	879197562
	1080	2145	4	879138713
	541	2907	5	884733766
	2074	3051	5	884196584
	2116	1821	2	879436785
	1710	4041	3	880606667
	1556	465	4	878183616
	93	1293	5	882140588
	114	4233	5	877722736
	1892	2715	4	876956264
	1017	93	2	875270655
	1311	387	5	879465631
	1402	1827	5	876041644
	1192	4497	5	887646170
	709	4977	3	877136138
	1290	1311	3	889909840
	898	1227	4	879967478
	1269	7773	1	878961781
	1290	921	3	889911285
	9	201	4	878542699
	9	963	4	875072547
	1290	1929	5	889906967
	380	3573	3	880937813
	660	2061	4	891725009
	898	3051	4	879967767
	163	1941	2	874784266
	2109	1365	3	882077222
	2109	1149	3	882075672
	786	5421	1	892440172
	576	1101	3	878769848
	1556	4347	3	878181976
	1528	2583	3	877488316
	2158	7185	4	887739521
	2123	807	5	879467959
	933	4509	3	890588547
	1507	1275	2	891435680
	485	1539	5	882126156
	1780	3975	4	887347350
	1934	15	4	874792436
	730	5907	1	888442575
	443	6405	3	875747514
	1871	2463	4	878970785
	93	339	5	881515011
	1682	5277	3	885775745
	2004	1425	2	875806800
	2060	1629	5	889241426
	632	6519	4	891384424
	128	159	4	880129731
	646	1377	3	875656201
	2158	3897	4	887739292
	1010	537	3	888105691
	1339	1815	4	891560253
	415	5709	3	888206409
	1402	579	5	884129409
	114	1185	5	877726146
	429	4071	3	892302309
	1899	1197	4	885848448
	1899	4257	3	885849325
	996	1017	5	888640356
	1927	3585	3	876197678
	1556	909	3	878182109
	611	243	3	879876917
	1451	1551	4	877879172
	1906	8361	2	879454663
	1241	2001	4	880130397
	1451	6693	2	879664906
	2095	3465	3	889503806
	1899	2271	4	885849447
	2137	2553	4	886324486
	345	5757	2	888068912
	660	7347	3	891722802
	912	6105	3	874953895
	72	1053	3	877888677
	1423	1929	3	880433418
	1339	1719	4	891560842
	303	1941	3	875975110
	149	3351	5	874951695
	1381	579	5	891409839
	93	2067	2	888073635
	1360	399	3	879527264
	1640	1239	4	892334543
	2158	2415	4	887740700
	2158	3843	4	887737036
	1885	3135	5	891447773
	660	1593	4	891721889
	1878	375	3	875310824
	1906	75	5	879455254
	849	1749	3	891390477
	2074	123	5	884196921
	940	1719	3	891732334
	1262	2775	5	877544218
	1640	3675	3	892079140
	730	705	2	888465972
	268	4551	1	892434626
	1885	5073	1	891456255
	51	981	4	891353444
	1640	8709	3	892078343
	1927	2433	2	876197645
	366	1503	3	882922661
	716	4941	3	888801465
	93	1119	4	890704999
	1248	4389	4	882827532
	1654	429	3	890116671
	1794	4689	5	882165296
	1843	1059	5	891299752
	1710	1119	3	880605697
	1955	7089	4	875314001
	303	4893	4	883956189
	583	471	2	880309089
	1059	1185	5	879528710
	1780	2619	2	886474216
	765	3789	3	880579371
	2081	4299	3	875239422
	1745	1131	4	879641067
	1010	4197	4	888106106
	2109	3627	4	882075994
	450	2355	3	889737542
	646	3009	2	875653665
	1556	585	4	878181739
	1878	2619	3	875310745
	2053	813	5	888905550
	1493	1041	5	878955442
	1122	2763	2	876861185
	93	2991	4	882139901
	415	4293	5	888205921
	37	105	4	875636198
	877	981	5	879454956
	1220	1893	5	886432749
	800	3033	3	881260203
	1493	3093	4	878870518
	163	1179	2	874786926
	898	93	4	879968827
	1675	339	4	889179478
	1269	1677	1	878962955
	2039	483	4	875086354
	1752	1431	4	878089963
	1409	3897	3	884114275
	422	363	5	883327734
	1269	1953	2	878961814
	835	2445	3	887038665
	2011	9	5	875334088
	1514	1371	3	880245642
	1514	3189	4	880233810
	1423	2829	4	880434463
	646	3525	3	875660408
	93	5355	3	882774224
	1493	1059	4	878956338
	2004	1731	5	875806672
	821	6285	2	881009697
	695	669	1	885678886
	79	3351	3	891904214
	457	285	2	879216672
	2067	1167	4	879517412
	1885	1305	2	891451610
	597	1557	2	881705026
	1752	3579	5	878089921
	961	867	5	881433689
	1409	5763	2	884112077
	1801	825	4	882049932
	779	1971	4	891679939
	639	2883	4	891438875
	1507	1269	4	891436202
	1269	5631	1	878961586
	1325	6363	5	893264301
	9	123	4	887431883
	2123	2427	4	879468375
	2095	1833	3	879737314
	1311	1263	4	879465242
	1556	1671	2	877563913
	1500	3411	4	892668197
	2053	4623	3	888906655
	1997	1149	4	890595859
	2123	1515	3	879544791
	674	939	4	884402860
	506	6663	3	880037334
	807	6405	4	881171009
	51	2583	3	891352178
	814	2103	3	886977926
	513	2883	4	888625753
	1885	1479	5	891457067
	1843	2517	5	891299514
	492	2589	3	884150257
	1549	2853	4	875244204
	506	1095	5	880036515
	177	2145	4	885852757
	2032	303	5	880473582
	1325	3159	4	893266205
	2095	1821	3	877618584
	1850	1767	3	886121516
	1402	2193	5	884129962
	1311	813	4	879465653
	1290	1125	4	889909024
	443	1737	2	875746985
	93	1377	4	882397650
	2088	2919	3	884183063
	1647	1113	4	889655435
	436	4275	4	879376178
	1724	567	2	884923505
	380	4455	5	880934806
	443	4575	3	875747688
	79	4395	3	891904596
	646	1011	4	875653723
	58	3303	3	879362356
	2151	1047	4	879283480
	2123	1203	4	879468459
	1794	5097	2	882164603
	506	327	3	880036854
	1150	2439	2	889402389
	821	903	4	880125101
	1570	465	4	888103872
	1353	5217	3	889127811
	660	1107	2	891720862
	1969	2031	2	881200457
	912	657	3	874953794
	898	2229	1	879966954
	660	4323	1	891723593
	1276	5073	3	885613067
	905	5241	1	883245452
	1780	1377	4	886474580
	450	2289	4	879365491
	1059	1059	2	879524293
	317	153	4	881014015
	1353	5277	3	889123257
	1934	5535	4	889174849
	1934	345	3	874787526
	1640	1125	4	892079140
	1269	1839	1	878962006
	149	2223	1	874951293
	2053	1497	3	888905229
	1850	4329	5	886123656
	72	3669	5	877886722
	1381	2079	3	891409070
	1934	855	3	874792945
	2158	2565	4	887736584
	1549	5661	4	875246759
	919	759	4	883681514
	1878	4947	2	876518557
	765	51	3	880572642
	1388	351	3	884208173
	1612	4083	4	880484286
	1269	4449	1	878962918
	1346	6369	4	881368891
	1640	2691	3	892335501
	632	5403	4	891382309
	1353	5649	4	889124890
	898	3621	5	879966839
	884	5433	2	887855283
	1710	1593	4	880606634
	632	1737	3	891382310
	1101	153	3	886890787
	2137	429	3	886323684
	835	2295	5	874781742
	149	1335	2	874951382
	1619	1089	4	888605273
	1962	3051	3	891700453
	2018	795	3	886374129
	1955	8985	2	890780576
	2109	201	4	882078228
	506	4197	3	880036783
	632	1557	2	891382392
	2158	333	3	887738760
	415	4455	3	888203053
	660	4467	4	891721462
	912	3855	4	875216933
	184	6093	3	891352136
	394	729	5	892679480
	576	3051	2	884714249
	436	75	4	879373613
	1934	243	3	874791871
	1269	6093	1	878963121
	1066	1809	3	880147407
	1248	5073	4	882824291
	1521	3585	4	889070087
	555	1821	4	891271203
	968	2907	4	879024127
	2158	489	5	887737293
	527	1707	2	884050393
	1885	1191	4	891447062
	2151	567	3	877122695
	1556	4689	3	881059677
	849	4443	3	891390544
	1885	135	1	891448072
	93	5187	4	882141924
	1612	4455	5	880485043
	1885	3045	4	891448800
	1675	6597	5	889179253
	1717	6171	5	888513447
	394	3279	3	892679460
	2067	5769	5	879519556
	1899	6171	2	885848102
	1556	4875	2	881059117
	485	1443	3	882126156
	72	45	4	877892210
	156	2259	3	878887112
	2060	5589	3	889242857
	576	4305	1	884714492
	1955	2397	4	875313859
	1885	1407	1	891449406
	44	591	5	883600680
	1703	6237	4	879988184
	2088	1089	4	884125629
	1976	1953	1	881703044
	548	1941	1	879633567
	828	1203	5	875384647
	1983	6687	5	879297545
	1199	1755	4	891034835
	492	1305	4	884151119
	72	603	5	877891747
	1717	1089	4	888513664
	751	2001	3	891264267
	1724	3369	1	884923445
	93	5409	1	883670672
	1934	423	4	874790826
	1710	105	2	880607205
	1325	339	5	893265263
	1584	1455	5	883888671
	436	6099	4	879373008
	1934	2505	4	874792907
	1500	2871	4	891544052
	2144	1413	4	876504354
	1556	159	3	878183043
	1962	3789	5	891700751
	422	2583	5	883326122
	394	429	4	892683275
	296	1647	5	881105817
	9	1215	5	875072442
	93	4857	4	882397582
	1213	1737	4	877556988
	107	4497	1	879455311
	1297	141	4	883524249
	1962	3243	3	891702304
	1710	2289	4	880604077
	1052	1761	4	878746946
	51	2985	4	891352134
	1248	1905	4	882826915
	1248	4455	3	882823833
	667	7305	3	880572658
	1640	8775	3	892333865
	681	1335	5	884238887
	765	765	2	880563471
	821	1611	5	880124306
	1885	4233	2	891448850
	912	7479	3	876252497
	1850	3933	4	886123530
	1451	81	3	875506839
	296	3531	5	881108147
	1724	2457	2	884923372
	611	2205	4	879876702
	709	1827	3	877135677
	1794	765	4	882164406
	646	4767	3	875654798
	1269	4575	2	878963418
	1493	1413	1	878955115
	646	4437	2	876175582
	2046	3969	5	881105561
	1724	3993	4	884922831
	1920	5073	5	878945579
	1318	4155	5	875072583
	128	519	4	880129731
	37	2637	1	878844423
	1654	3795	3	890116254
	1353	2445	4	889127921
	1010	4257	4	888105940
	632	7191	5	891383866
	338	3657	4	879434819
	37	1353	2	875635723
	156	771	5	878887983
	2179	2595	4	884365485
	58	135	5	879362183
	1934	1131	4	874792547
	1556	1041	5	878183043
	506	5199	4	880035887
	2095	807	4	878192311
	9	1029	5	889751711
	2158	1773	3	887741461
	1157	1299	4	879525778
	1556	297	3	878183512
	1269	729	4	878962623
	1402	69	5	884129542
	1640	3759	4	892336358
	1710	4245	4	880606243
	632	153	5	891384789
	1458	1299	5	883108324
	1843	579	4	891298336
	940	1941	4	891732335
	1955	3519	4	892864663
	16	1755	4	888550774
	2018	3561	2	886892127
	345	1815	4	888065432
	2004	921	5	877531406
	1437	1827	3	888284313
	156	483	4	878887227
	1640	1911	4	892078890
	1563	1971	3	891548959
	107	153	3	879456204
	1878	885	4	876514002
	660	7323	3	891722678
	1920	2433	4	878945840
	51	2955	5	891352010
	1878	1305	2	875744501
	114	333	5	877717956
	1150	3723	3	889402298
	2032	969	4	880474293
	646	3093	4	875640800
	1675	6423	5	889179032
	394	2697	5	892679308
	1738	1407	4	884534968
	1640	63	3	891227851
	1962	6297	2	891702486
	2158	1125	5	887738760
	1934	387	5	874787441
	1346	5691	3	881368302
	856	3057	4	879270511
	597	3531	3	880838306
	1836	5589	2	879790874
	1409	1635	3	886013700
	1269	5223	2	878962623
	2067	4437	4	879518319
	1843	3411	4	891299387
	2067	237	4	879518279
	1409	6603	4	884112800
	653	4923	3	888705966
	1115	6171	5	880557539
	1108	3993	2	880134532
	2053	2541	3	888906070
	576	3585	3	878768882
	1934	1089	5	874786488
	93	4941	5	882397833
	1521	15	3	889069782
	583	3963	4	880308256
	1325	123	5	893264466
	1556	4779	4	878183684
	1024	6135	5	891458193
	1871	729	3	878970681
	884	1767	3	887855087
	1269	6363	1	878962675
	877	483	4	892838865
	303	723	4	884029430
	93	4683	1	882142057
	1773	1557	2	891628883
	296	267	3	881108548
	541	3111	4	884753202
	2039	4119	5	874835165
	1878	129	3	875742822
	1836	171	3	879792220
	1640	489	3	892334680
	205	1473	3	882820803
	1654	345	5	890116575
	1108	4377	3	880133116
	1094	3969	4	888185947
	1626	315	5	888550130
	1178	5199	5	884287927
	261	1731	4	880915258
	989	1473	3	884584426
	1647	1383	4	889655162
	716	423	3	888803537
	541	1035	3	884752562
	632	3039	5	891383319
	1304	3399	5	879023663
	310	3963	5	878347915
	828	4647	5	875385198
	51	3969	5	891351624
	345	6021	2	888068651
	436	411	1	879374969
	296	6171	4	881106072
	1248	2601	4	882827834
	597	309	2	879454782
	541	2847	5	884732407
	408	6597	2	892243079
	394	6285	4	892911290
	1381	4131	1	891409564
	2004	597	4	878141681
	632	1551	3	891382121
	1269	7731	1	878962349
	2067	1143	4	879517062
	1570	417	4	888082495
	1906	1905	4	879454977
	1549	6063	3	875246662
	464	5265	1	883601089
	1451	1911	5	877124871
	1640	2925	3	892079237
	51	3891	5	891351653
	611	495	5	879875774
	1367	6315	1	877835102
	310	2697	5	883613334
	2144	1725	4	876504442
	1360	1035	3	879521474
	660	375	3	891722933
	1171	3957	4	892738277
	758	603	4	879879720
	1612	1827	5	880484286
	1269	5565	1	878962675
	380	1815	4	880928519
	632	135	4	891384357
	1269	4179	2	878962997
	2004	2145	4	877531537
	100	1617	4	892242403
	2179	1077	2	884365357
	646	729	5	875640679
	149	2643	1	874951798
	1710	3303	1	880602264
	1269	2433	4	878962919
	457	4839	4	879216529
	261	3243	2	880916070
	310	2661	5	878348289
	1710	1101	4	880606043
	9	1593	4	878542441
	1892	153	5	876954456
	2095	2325	2	889502756
	660	3435	3	891723883
	2004	4479	4	877533058
	1675	1635	5	889181247
	1514	333	5	880245145
	1780	729	3	886472369
	436	3993	2	879376483
	1248	2313	4	882826982
	1360	141	4	879522819
	1878	5733	3	875745160
	1318	861	5	875072674
	1934	1767	4	874786366
	1108	6591	4	880135069
	1451	5073	3	881681663
	1129	291	1	891170745
	2137	3927	4	886323937
	331	1947	3	879439078
	450	4419	4	889739212
	1339	4509	3	891560753
	51	2271	5	891353011
	415	555	5	888204997
	485	1611	5	882027109
	72	2769	3	877888944
	149	777	4	874951382
	408	57	4	884304328
	1360	915	3	879549996
	51	1203	5	891353543
	793	759	5	875076827
	1213	1971	5	877557028
	667	1401	4	879196354
	114	1167	5	877720733
	415	1941	4	888206809
	2179	3927	3	884365075
	2046	3537	4	881105516
	303	1221	4	883955224
	555	303	4	891271545
	1647	423	5	889655619
	877	1143	5	892836309
	1990	1935	3	885329671
	2123	969	5	879468547
	1780	2271	3	886474396
	1787	6207	1	883217030
	730	1809	2	888442275
	632	5541	5	891383912
	44	2781	4	883601713
	1955	735	1	875297433
	2004	1791	4	875807004
	1556	2691	3	878183565
	2081	345	5	875239383
	296	3753	3	881108873
	912	7305	4	875801778
	1780	2145	3	886472466
	765	2853	1	880563641
	1612	8667	2	880485726
	1710	1863	3	880601905
	44	1809	2	883600406
	254	4491	4	882157285
	1794	2661	3	882164727
	716	3093	1	888801316
	730	1713	4	888465201
	149	2685	5	874951695
	779	1809	4	891680028
	128	2451	5	880129628
	177	1335	4	885852817
	772	5667	3	886989501
	1892	591	5	876955868
	478	1425	5	876974133
	583	1293	4	880307940
	44	1551	2	883268278
	625	1299	5	879459859
	898	1905	4	879968029
	2137	3075	4	886323525
	1290	2475	2	889912691
	2004	1053	5	877532470
	1955	8571	3	888465209
	1794	519	5	882165103
	1549	291	5	875245462
	982	1995	3	879013617
	1332	5865	2	891042938
	79	1365	3	891905896
	1409	1221	5	884114471
	1052	1089	5	878746685
	884	1473	3	887854726
	142	1251	2	879669401
	1010	4455	4	888104122
	1269	5583	1	878963275
	765	3399	4	880578814
	597	6393	3	879455021
	1493	801	3	878955973
	1556	2277	1	878184290
	1563	69	3	891550649
	1507	2529	4	891435704
	1528	1251	3	877488366
	1220	5625	5	886432989
	1927	1119	3	880314383
	478	4455	1	876974198
	1878	3501	4	876513830
	1122	2775	4	876858346
	1367	1641	4	878019342
	1570	1071	4	888082468
	37	663	1	875636493
	695	6099	5	885678724
	16	1509	5	888552084
	2046	57	4	881104148
	506	3411	4	880037203
	597	1371	3	882813248
	583	1689	5	880307072
	646	4989	2	886443708
	51	3261	3	891351772
	611	2409	2	879876813
	2011	5559	4	875334340
	9	933	2	878542201
	1640	3795	2	892079538
	1556	321	5	878184113
	170	387	5	875322758
	51	3327	3	891354639
	576	339	3	878769410
	1129	1911	3	891170824
	1374	2361	4	881251863
	394	549	4	892683275
	576	2865	3	876311344
	51	2835	2	891353357
	1794	4569	4	882164644
	1584	339	4	883889102
	1955	4449	5	875296891
	2158	7719	3	887738151
	114	51	5	877722736
	1262	1215	3	877128388
	1423	561	4	880434940
	1017	339	5	875271896
	2018	1833	4	886372527
	590	4455	3	883450643
	310	3867	3	878347818
	121	81	3	885272654
	2193	705	4	891015319
	1038	9	4	877019411
	1381	2085	4	891409070
	149	987	5	874951695
	1955	5895	3	875298314
	1675	2949	5	889181015
	1297	1725	5	883526288
	2081	537	4	875239125
	2123	411	4	879467361
	1304	1503	1	879023607
	513	1239	3	888625754
	730	4539	2	888465739
	660	1299	3	885870665
	1675	1167	5	889178833
	1381	3069	5	891409839
	1962	9	4	891700426
	9	705	3	874965739
	1570	3501	1	888103729
	2123	2385	1	879543831
	422	975	4	883327734
	1388	1551	4	884204501
	1675	3081	5	889178887
	44	417	3	883601277
	1633	2253	4	876374419
	597	3855	4	882995615
	772	231	3	886988574
	1290	3135	3	889908462
	695	5241	1	885678436
	93	2511	2	882398763
	1409	3111	4	884112201
	93	5151	1	882397068
	1500	789	3	891544465
	2074	1371	4	884197264
	1556	525	3	878182589
	1955	4353	4	875314144
	1521	1095	2	889070109
	597	2601	3	879828720
	1675	1407	3	889178762
	93	435	4	882141727
	1360	465	3	879527421
	1458	3981	5	883108476
	765	1071	3	880572950
	1612	1035	4	880484523
	415	2913	2	888204466
	2193	2871	3	891014373
	492	6801	3	884151344
	436	1095	5	879375169
	1388	1407	3	884207833
	457	753	4	879217509
	1220	3963	5	886514261
	632	75	5	891383241
	912	7491	3	880396702
	702	2127	2	891375260
	1983	2595	5	879297965
	1927	2511	3	875154718
	2179	591	5	884364502
	1367	4509	4	883295500
	912	633	4	876251160
	1885	1515	1	891456350
	2004	441	5	877532965
	51	3741	3	891354217
	394	1335	5	892679439
	1472	1227	5	887730676
	1675	57	5	889180446
	674	525	4	884403531
	2081	441	2	875239691
	1745	1437	3	879572284
	660	5163	2	891723706
	590	729	4	883452307
	1927	1593	4	880314031
	947	6279	3	879858003
	2039	7071	4	875086354
	877	2295	1	892836623
	492	2397	4	884068521
	2179	57	4	884963365
	2109	3141	4	882076146
	1066	4113	5	880149074
	1710	1035	4	880605665
	1927	6549	2	875154535
	373	1689	4	879443288
	1388	711	2	884206513
	1710	4743	4	880608037
	184	753	4	891371676
	1059	81	3	879542688
	870	2979	1	890286933
	170	1149	5	875323003
	1899	393	3	885849419
	2151	3807	3	879283385
	2060	7473	3	877819265
	1640	1449	2	892335042
	177	3009	3	885852301
	2053	825	3	888904653
	1409	2595	3	884111312
	527	1443	1	884050661
	93	1089	5	882140354
	1451	411	2	877125350
	16	303	5	888552084
	2193	3399	4	891016220
	1010	753	4	888104191
	1318	2661	4	875074329
	1934	1947	4	874786419
	1017	5847	1	882182634
	506	1407	4	880037418
	583	2313	4	887665549
	1269	3717	3	878963086
	765	2415	4	880581344
	1451	645	3	876198301
	1297	1299	4	883526268
	100	1281	5	890881557
	1045	1917	2	883512658
	401	477	5	883698495
	1612	5781	5	880484370
	1234	5253	4	886047442
	1773	585	4	891628501
	1990	1617	4	885328991
	744	3159	4	881452685
	849	1083	3	891388286
	436	519	2	879374640
	2039	2511	4	875086920
	590	6201	4	883452711
	2053	2283	2	888907527
	1451	351	3	875991047
	1360	1125	4	879520813
	765	585	3	880578711
	1983	5073	4	879297442
	2081	1653	5	874954260
	1269	2007	1	878961749
	548	1533	4	879633745
	79	2553	4	891904300
	2158	357	4	887737647
	1353	6471	4	889126943
	2081	1407	3	875239018
	611	3513	4	879877008
	1752	1227	2	878091682
	58	303	5	879362124
	1304	891	4	891719774
	2186	4155	4	891699426
	639	4101	3	891438351
	37	2727	1	875721432
	2039	2259	3	875086534
	1227	765	5	877107640
	1017	4425	2	875272833
	51	3867	5	891351685
	1934	2517	5	874792907
	583	1263	5	880307751
	716	3147	3	888803537
	1073	1047	1	881371140
	436	1815	3	879371909
	345	5973	3	888065577
	1878	1791	3	875742647
	1451	3327	2	877822854
	2193	3699	5	891015049
	2004	267	3	877532173
	1955	1011	5	875296435
	1934	2847	5	889174904
	436	357	4	879373821
	1780	1317	1	886475980
	583	585	4	880308690
	443	603	5	875747319
	114	1071	5	877719333
	2081	1401	2	875239914
	632	5673	5	891383866
	597	153	2	879452769
	296	591	4	881106711
	2123	2361	4	879484981
	1920	303	5	878944679
	730	1797	3	888442436
	660	4755	4	885873006
	1290	591	4	889908539
	2053	4251	3	888907527
	1738	3537	4	884534968
	128	5703	3	880130764
	1521	165	1	889070011
	1402	5355	4	884127082
	1409	891	1	884140751
	2074	1335	5	884196640
	51	3975	3	892133739
	1374	2289	4	881251728
	485	2565	3	882145465
